index,kana,kanji
49127,ｻｶｻｲ,坂斎
73354,ｻｸﾐ,砂玖実
78051,ｷﾝｿﾞｳ,謹造
64619,ｺｳｾｲ,好正
4482,ﾐｷｵ,三喜雄
56781,ﾀｹﾔ,武矢
66732,ｶﾅｲｹ,金池
78921,ﾏﾁｼﾞﾏ,町島
5881,ﾐﾉﾜ,蓑和
51542,ﾕｷｺ,由樹子
16362,ｳｷﾁﾛｳ,鵜吉郎
4990,ｶﾂｻﾌﾞﾛｳ,剋砂郎
64474,ﾊｯﾀ,服田
54241,ｽﾐﾄﾓ,隅伴
12255,ﾐﾁﾀﾞ,道田
61022,ｲﾂｵ,壱夫
73559,ｱｷﾊﾞ,璃葉
41869,ｹﾝｼﾞﾛｳ,研次朗
11406,ｲﾂｵ,伊都郎
70492,ﾊﾂｻﾜ,初澤
31543,ｺｶｼﾞ,小梶
37058,ﾜｶｺ,話伽子
27333,ｷｿﾞｳ,紀三
28264,ｽｹﾐﾂ,輔充
51844,ﾊﾅﾌｻ,花房
73100,ﾖｼﾐ,克美
7753,ｶｽﾞｱｷ,香住明
47374,ｱｹﾞﾀ,挙田
35129,ｼﾞｭﾝｺﾞ,惇五
4269,ｹｲｼﾞﾛｳ,恵二郎
63768,ｴﾋﾞｿﾞｳ,海老三
40386,ｺｺﾞﾛｳ,小吾郎
17554,ｺｳｺｳ,晃行
53243,ﾋﾃﾞｷﾁ,日出吉
50296,ｱﾂﾋｻ,篤尚
13051,ｺｳｼﾞｭﾝ,宏純
33110,ﾛﾐ,絽水
73582,ﾅｼｵ,名塩
43340,ﾄﾈ,刃称
57536,ﾅﾎｺ,七穂子
71881,ｻｶｲｻﾞﾜ,堺沢
43705,ｶﾈﾔｽ,兼康
25951,ﾔｽﾀｶ,康貴
75896,ｴｲｷ,衛記
44970,ｻｷﾐ,沙喜美
33045,ﾖｼｵ,祥雄
48004,ｱﾜﾌﾞﾁ,泡渕
40778,ﾐｽﾞﾏﾁ,水町
55141,ｺｳﾄｸ,虹得
38375,ｱｲｶ,合賀
33127,ｳﾐﾄ,有見人
22593,ﾔﾈ,家根
59226,ｽﾏ,寿磨
50855,ﾋﾗｳ,平宇
7121,ｺｲﾉｽｹ,鯉之祐
44612,ｺﾊﾘ,小張
64779,ﾕｶ,悠香
12164,ﾔﾌﾞ,屋部
33781,ﾀﾆｻﾜ,谷澤
22743,ｴｲｽｹ,永祐
75374,ﾊﾗﾌｼﾞ,原藤
77926,ｸﾓｷﾘ,雲切
59481,ﾐﾔｷ,宮城
69222,ｵｵｸﾞｽｸ,大城
48368,ｴｴｲﾁ,えい一
24507,ﾂﾘﾀ,釣田
6436,ｲｲ,飯井
30299,ｹｲｲﾁ,慶市朗
10073,ｱﾄｳ,亜籐
59283,ﾖﾘｼﾏ,寄島
39120,ﾀﾝｴｲ,湛睿
43222,ｼﾞｭﾝｼﾞ,純路
48412,ｼﾝﾉｽｹ,紳之丞
11954,ﾎﾄﾞﾂﾞｶ,保土塚
53794,ﾖｼﾋｺ,順彦
24396,ｴﾘｶ,江利花
57357,ﾀｶﾂﾈ,高恒
21632,ｱﾏﾇﾏ,雨沼
37708,ｶｷﾉﾊﾅ,垣花
15778,ｶﾅ,伽茄
8607,ﾌﾅﾓﾄ,船本
70494,ｼｮｳﾍｲ,章平
73774,ｺﾞﾏ,後間
66850,ｲｼﾃﾂ,石徹
61678,ｼｮｳｲﾁﾛｳ,梢一郎
40788,ｼｮｳﾛｸ,将六
59948,ﾜｶｺ,稚子
15520,ﾏﾘﾓ,真理茂
75167,ｵﾊﾞﾗ,緒原
54304,ｱｷｵ,吾記夫
57262,ｾｲﾕｳ,靖佑
74259,ﾏﾁﾓﾄ,町本
50455,ﾔｽﾏｻ,泰昌
59856,ﾏﾙﾔﾏ,圓山
38644,ｱｻﾞﾜ,安沢
4040,ﾂｸﾞｵ,次暢
18989,ｷﾌﾞ,岐部
46584,ｱｶﾅ,紅名
21046,ﾋﾛｷ,裕紀
20702,ｲﾁﾉ,一乃
933,ｳﾀﾛｳ,宇太郎
63351,ｱﾏﾀﾆ,雨谷
68036,ｺｳｷ,孝喜
15200,ｼｮｳﾊﾞﾗ,庄原
32908,ｶｽﾞﾔ,数也
52668,ﾄｳﾀﾞ,遠田
38627,ｵﾝﾁ,恩智
18222,ﾋｮｳﾉ,表野
60191,ｱｶｼﾏ,赤島
11076,ｲｼｿﾞﾉ,石其
12009,ﾄﾐﾂｶ,富塚
38280,ﾀﾞｲｻｲ,大西
79389,ｱｷﾊﾞﾗ,淳原
45457,ｱﾏ,安摩
50367,ﾙﾂｺ,瑠通子
8365,ﾀｲﾖｳ,大陽
66612,ｴｲｿﾞｳ,瑛三
25686,ﾏｽﾐﾂ,増満
18652,ﾜｶﾓﾘ,和歌森
19734,ｾｲﾕｳ,制祐
63454,ﾀｹﾋﾛ,岳広
3479,ｶﾂｼｹﾞ,克茂
77774,ｶｲｲﾁ,海市
65015,ｷｮｳｻﾌﾞﾛｳ,郷佐郎
35807,ｴｲｻﾌﾞﾛｳ,映三朗
42401,ｺｳｾｲ,高盛
65476,ﾏﾕｺ,まゆ子
52187,ｺｳｲﾁ,講一
56919,ﾐﾅﾐﾏｴ,南前
54173,ｵｲｶﾀ,大日方
28895,ｹｲｺﾞ,景吾
75301,ﾄｼﾔｽ,敏保
1643,ｿｳﾔ,奏耶
45732,ｽｴｻﾞｷ,末崎
49110,ｼﾝﾄﾞｳ,真道
49771,ﾋﾛﾔ,広弥
71451,ｲｼｼﾏ,石嶋
46894,ｲﾜｹﾞ,石毛
16219,ｼﾐｽﾞﾀﾞ,清水田
667,ｶｽﾞｴ,果住枝
17422,ｾﾝﾅ,仙那
19793,ｳﾒｶ,梅霞
29738,ﾃﾙﾖ,昭代
54851,ｼﾝｽｹ,眞介
76925,ｶﾗｲﾜ,唐岩
76670,ﾄﾔｵ,鳥屋尾
21172,ｲｲﾌﾞﾁ,飯渕
48833,ｼｹﾞｼﾞ,繁久
40476,ｶｲﾊﾞﾗ,開原
13019,ｼｮｳﾉｽｹ,晶之丞
52656,ﾏｻﾐ,礼美
23484,ｻｼﾞｭｳﾛｳ,早次郎
2860,ﾋﾛｷ,広喜
69447,ﾄﾘﾔ,鳥谷
39213,ｸﾞﾝｶﾜ,郡川
43044,ｻﾘ,沙里
5098,ﾃﾙﾓﾄ,輝元
18486,ﾂｶｸﾁ,塚口
65604,ﾜｽｹ,輪祐
80749,ﾔｽﾖ,康世
57810,ｷｻｴ,木紗恵
32805,ｹｲﾉｽｹ,啓之佑
1985,ｲｸﾔ,郁伸
1395,ﾇｶﾀﾉｵｵｷﾐ,額田王
22400,ﾘﾁｭｳ,履中
75327,ｲﾁﾛｳ,壱郎
21584,ﾁｶﾀｹ,親武
71582,ﾘｸｶﾜ,陸川
10861,ｶﾏﾓﾄ,釜元
31070,ｼﾓｻﾜ,下沢
41592,ｻｷｴ,沙紀枝
49689,ﾖｺﾉ,横野
56342,ｴﾘｶ,枝里佳
8226,ﾄｸﾀﾞｲｼﾞ,徳大寺
60485,ﾅﾘｻｺ,成迫
67127,ﾒｸﾞﾐ,恩
37263,ｷﾝｼﾞﾛｳ,謹司郎
33997,ｹｲｷ,奚季
22997,ｳﾀﾙ,鵜垂
29584,ｱｻｼﾞ,朝治
21694,ｷﾖｼ,樹世史
53410,ｼｭﾝｽｹ,尚丞
6598,ｼｮｳｼﾞﾛｳ,梢次郎
26101,ｳｽﾊﾞ,薄羽
5194,ｹﾞﾝﾉｽｹ,元之甫
66396,ｱﾂｵ,篤生
59051,ｲﾏｲｽﾞﾐ,今和泉
10514,ｷｸﾐ,紀玖三
7460,ｻﾝﾉｳﾏﾙ,山王丸
9612,ｿｳﾀﾞ,雙田
57226,ｱｷﾄﾐ,秋頓
59656,ｾﾞﾝﾅﾐ,全並
67808,ｾｲｷ,誓希
66384,ｹﾝｿｳ,絢総
35309,ﾂﾈｱｷ,庸明
79686,ｻｸｴ,咲江
50772,ﾉﾘｵ,法雄
18501,ｼﾝｲ,眞井
24148,ﾕｷﾈ,幸音
72810,ﾐﾄ,美兎
48133,ｼｭﾝｽｹ,旬介
75054,ｾｲﾉｽｹ,晴之佑
20781,ﾐﾈﾔﾏ,嶺山
22578,ｶﾜﾉﾍﾞ,河野邉
74321,ｲｻｵ,五左雄
70595,ｺｳｿｳ,洸壮
25326,ﾋﾛﾑ,弘武
67477,ｻｼｶﾀ,指方
34046,ﾐﾅﾐ,皆見
41606,ﾀﾀﾞｳﾁ,唯内
1963,ｷｼｺ,喜志子
21073,ｱｷﾀｶ,彰隆
71012,ｼｮｳｿﾞｳ,政蔵
54298,ｷﾖｼ,清義
63608,ｺﾛﾓ,衣
67939,ﾓﾄﾑﾗ,元村
11748,ｲｼﾜﾀ,石渡
25068,ｺﾄｵ,琴央
40004,ｷﾁｿﾞｳ,吉造
75639,ｱﾜｼﾏ,淡嶋
68025,ﾐｷﾓﾄ,御木元
66339,ｸﾆｻｷ,國崎
50414,ｶｸﾕｷ,角倖
52411,ｲｽﾞｵ,泉尾
73802,ｶﾏｻﾞｷ,釜崎
48379,ｻﾁｺ,佐致子
17185,ﾘｮｳｲ,了以
63352,ｱﾂﾀ,厚田
52898,ｽｹｼﾞﾛｳｵ,介緒
66576,ｶﾅｴ,佳菜絵
35122,ｸﾆｲﾁ,邦市
79763,ｷｮｳｽｹ,喬祐
47026,ｱｹﾁ,明地
80383,ﾄｸﾞﾘ,戸栗
45559,ｷﾐﾖ,季美代
50737,ｴﾂﾐ,悦未
14397,ｴﾝｼﾞｭ,円寿
34173,ﾓﾓｲ,百井
45355,ｿｳｼﾛｳ,繰司郎
72194,ｱｻｵ,朝佐緒
59843,ｹﾝｼ,顕嗣
51159,ﾔﾂｶ,八塚
37695,ﾑﾂｻﾞｷ,六崎
23792,ｱｶｻｷ,朱崎
30876,ｲﾈﾊﾗ,稲原
59268,ﾖｼﾉ,よ志の
54335,ﾊﾀﾉ,幡多野
19542,ｴｲﾉｽｹ,榮之介
75498,ｴﾐ,枝見
77617,ｼﾞｭﾝｲﾂ,潤逸
73221,ｶﾂｻｲ,葛西
34506,ｶﾀｲ,片井
5778,ｴｲﾐ,瑛未
52935,ｶﾂｷ,剋貴
56880,ｹﾝｽｹ,兼助
17541,ｶﾀﾞ,嘉田
62517,ﾁｽﾞｺ,千壽子
58402,ｷｮｳｻﾌﾞﾛｳ,香三郎
74487,ﾁｭｳｼﾞｮｳ,仲條
62462,ｱｶ,丹
33685,ﾀｶｴ,京江
23358,ﾄﾓﾀ,友田
51604,ｺｳﾍｲ,好平
52671,ﾌｹ,布気
76381,ﾑｷﾞｼﾞﾏ,麦嶋
56384,ｷﾐｵ,木実緒
51080,ﾐｼｦ,三四夫
52985,ｺｳｺｳ,幸行
17582,ﾑﾗｺｿ,村社
71856,ｴｲｻﾞﾌﾞﾛｳ,鋭三朗
60598,ﾅﾂﾐ,那津実
16203,ｶｲｲﾁﾛｳ,介一郎
15495,ｷｮｳｻﾌﾞﾛｳ,橋佐朗
46074,ﾜｶｸﾞﾘ,若栗
13016,ｷﾖｻﾜ,清澤
65612,ｶｽﾞｼﾛ,和城
79740,ｻｲﾁ,左一
75907,ｺｳｹﾝ,恒研
20776,ｶﾂｼﾞﾛｳ,克二郎
77680,ｷｻｴ,季佐枝
11440,ｺｳｼﾞｭﾝ,好隼
21996,ﾊﾞﾂﾞｸﾘ,場作
16874,ｱｲﾊﾞ,飽庭
76277,ｶｽﾞﾈ,一音
50034,ｺｻｷ,小崎
20782,ｶﾂｷ,甲木
21490,ﾀﾅﾍﾞ,田姓部
30861,ｷﾍｲ,季兵衛
2149,ﾀﾓﾄ,田元
19613,ﾔｴｺ,弥栄子
12676,ｶｽﾞﾎ,一歩
74421,ﾕﾐｺ,祐民子
10038,ｶｽﾐ,香澄己
36511,ｱﾘﾉﾘ,在乗
37167,ｱﾕｷ,亜雪
38578,ｱｷﾞ,亜木
46693,ｼﾕｳｿﾞｳ,周三
65178,ｱｷﾋﾄ,昭人
15275,ｼﾞｭﾝｺﾞ,淳五
43319,ﾀｶｴ,貴絵
62576,ﾊｾﾍﾞ,糸林
62997,ﾅｵｴ,直絵
74442,ｷﾝﾉｽｹ,欽之甫
67788,ｶﾂｻﾌﾞﾛｳ,活佐郎
26488,ｻｲﾁ,沙壱
41173,ｹｲｺｳ,佳行
37132,ｱﾏｷ,甘城
79325,ｼｮｳｽｹ,祥介
68865,ｶﾝﾐ,柑己
72929,ﾌﾞｽｼﾞﾏ,毒島
5728,ｼﾞｭｳｿﾞｳ,充三
51661,ﾁｱｷ,千昭
34845,ｲﾃﾞｽｲ,出水
55102,ｲｸﾌﾐ,郁文
40097,ｱｶﾐﾈ,赤嶺
26645,ﾋﾛｽｴ,廣末
6920,ﾗｸｵ,酪夫
10590,ｺｳｼﾞｭﾝ,浩淳
56687,ｿｳｼﾛｳ,操士朗
51685,ｶｽﾞﾐ,一実
4433,ﾜｶﾅ,倭花名
79091,ｷｻｴ,希紗枝
27517,ｶｶﾞﾜ,加川
68047,ｼｭﾝｽｹ,峻祐
40747,ｿｳｿﾞｳ,草三
70189,ｹｲﾁｭｳ,景沖
66838,ﾄｲ,都井
28199,ｷﾓﾄ,貴本
21281,ﾋﾛﾋｺ,博彦
12261,ｶｽﾞﾋﾄ,和人
31472,ｲﾝｹﾞﾝ,隱元
10746,ｶﾝﾅ,勘茄
13810,ｱｲｿｳ,哀宗
19139,ﾋﾛｼ,洋旨
2375,ﾕｷｱｷ,幸明
56137,ｹﾞﾝﾀﾛｳ,弦太郎
53822,ｶﾄﾞｶﾞﾜ,角川
41295,ｵｳﾀﾞ,桜田
49386,ｷｴ,記絵
26125,ﾜｶｴ,和歌恵
42216,ｿﾏｷ,杣木
13746,ｾｲｲﾁﾛｳ,成一郎
60523,ﾜｷｻｶ,脇阪
70001,ｳｼﾞｷ,宇敷
62661,ｷｼｵ,貴史央
8537,ﾋﾃﾞﾋﾛ,英裕
51429,ｼｹﾞｻﾜ,繁澤
55099,ﾋﾀﾞ,稗田
62913,ｷﾐ,季巳
910,ｷｮｳｿﾞｳ,京造
67600,ｱｼｶｶﾞ,芦利
57669,ｶﾂﾏｻ,剋将
49835,ｱﾔﾄ,絢人
51193,ﾃﾙﾖｼ,昭義
50435,ﾔﾏﾋﾗ,山平
63403,ﾐﾚｲ,実嶺
29762,ｱｸﾔ,握允
47772,ｹｲｽｹ,恵助
53503,ﾀﾂﾓﾘ,達盛
1973,ﾋｻﾐ,久実
48375,ﾜﾗﾋﾞ,蕨
43678,ｷﾝｼﾞ,謹次
26976,ｶｶﾞﾀﾆ,加賀谷
80203,ﾐｷ,巳城
28671,ｲｻｵ,猪左夫
61896,ｹｲｼﾞﾛｳ,恵次朗
7297,ﾃﾂﾔ,哲矢
56719,ﾖｼｱｷ,美章
80816,ｽｹﾋﾛ,祐浩
6585,ｱﾂﾊﾙ,淳春
11181,ﾕﾐｸﾗ,弓倉
57811,ﾓﾝﾅ,門奈
43737,ｼｮｳｽｹ,将助
51802,ﾗｸｵ,烙男
14337,ｴｲｼﾛｳ,衛司郎
60043,ｼﾏｴ,島恵
32797,ｴｼﾞｮｳ,懷讓
64128,ｱﾂﾋﾛ,厚裕
80590,ﾖｼｺ,代志子
20479,ﾑｷﾞｼﾏ,麦嶋
22638,ｻｷﾏ,佐久間
26675,ｷｴｺ,喜江子
8622,ﾘｶ,莉花
74681,ｱｻｸﾞｻ,麻草
56521,ｻﾄﾐ,佐富
66252,ﾋﾜ,比和
43297,ｲｻﾌﾞﾛｳ,猪佐朗
46307,ﾐﾁｴ,道栄
59286,ﾗｸｵ,絡央
28511,ｶｲｼﾞ,魁二
39248,ﾐｻｺﾞ,三砂
1217,ｲｹﾆｼ,池西
27764,ｼｵﾔ,塩屋
26956,ｲｽﾞﾐｸﾞﾁ,泉口
14113,ｸﾆﾄｼ,國智
72530,ﾀｷｶﾜ,瀧川
4384,ｸﾎﾞﾆﾜ,久保庭
2976,ﾏｷｵｶ,槙岡
75081,ｵｵﾊﾞ,雄場
65973,ｾｲｺﾞ,精伍
62497,ｶｼﾔﾏ,白檮山
3863,ﾀｶﾅｵ,崇尚
27005,ｽﾐｶ,澄加
19241,ﾌﾐﾖ,文世
15766,ﾂﾁﾌﾞﾁ,土淵
53330,ｼｹﾞｶｽﾞ,繁数
51701,ｷﾝｲﾁﾛｳ,欽壱郎
36997,ﾐﾈｶﾞﾜ,峯川
75174,ｺｳｼｮｳ,好晶
6932,ｾｲｺﾞ,誓悟
57663,ｷｮｳｼ,強四
37295,ｴｲｻﾌﾞﾛｳ,鋭三朗
52165,ｶﾐｷ,神気
34218,ｻｷ,紗貴
25776,ｹﾞﾝｺﾞ,源五
58776,ｺｳｾｲ,弘正
58231,ｼｹﾞｱｷ,重璃
28653,ｸﾗﾉｼﾝ,倉之晋
43508,ｸﾐｵ,玖美夫
10342,ﾐﾅﾄﾋﾛｺ,湊広子
44014,ｼｵﾜｷ,塩脇
2690,ｲｸﾀﾛｳ,幾多郎
2490,ｲﾁｺ,市古
43157,ｱﾗｴ,新江
75761,ｼｮｳﾉｽｹ,翔之輔
32138,ｺﾛｸ,小六
64180,ｺｳﾄｸ,洸篤
6119,ﾋﾛｱｷ,博秋
802,ﾀﾞｸｼﾞｬｸ,大工廻
67476,ｽﾞｼ,図師
26131,ｷｸｼﾞ,木玖久
13833,ｶｽﾞﾄｷ,一式
53329,ｼﾞﾕﾝｺ,潤子
76674,ｻｷﾓﾄ,崎元
75892,ﾎﾘﾐ,堀見
4890,ｴﾏｺ,恵真子
14949,ｱｶﾘ,亜香梨
13948,ﾄｼｷ,敏樹
72177,ｸﾆﾋﾛ,国弘
80473,ｻﾔｶ,佐矢加
64449,ｼﾏｸﾗ,嶋倉
47037,ｱﾜﾔ,淡屋
67394,ｸﾞﾝﾍﾟｲ,群平
67292,ｼｭｳﾔ,修允
18815,ﾋﾛｶﾜ,広河
59792,ｱﾒﾀﾆ,飴谷
80391,ﾀﾁﾊｼ,立橋
12040,ﾐｵ,見尾
536,ｱﾔﾉ,彩之
44938,ﾐﾉｸﾞﾁ,美濃口
7911,ｾｲｼﾞ,成久
31741,ｶﾒﾖ,亀代
46196,ｾｲﾋﾛ,制宏
38379,ﾀﾏﾔ,玉屋
19699,ｴﾝｾｲ,圓晴
37439,ﾏﾝﾅﾐ,万波
28966,ﾐｷｴ,美紀絵
8997,ﾋﾗﾊﾞﾗ,平原
43694,ﾋﾉｷ,桧
39136,ｷｼﾛｳ,紀司郎
66648,ｲｸﾏ,行真
56891,ｹｲｷ,桂季
44137,ﾏｾｶﾞｷ,真瀬垣
16537,ｱｶﾐﾈ,朱嶺
67572,ｺﾜﾀﾞ,小和田
38694,ｶﾔ,賀屋
17406,ｲｯﾍﾟｲ,市兵
54904,ｵｼｷﾞﾘ,押切
37923,ﾉﾘﾀｶ,典孝
40636,ｲﾃﾞﾏﾙ,出丸
58540,ﾂﾎﾞﾔ,壺屋
35270,ﾘﾎ,里保
31160,ｼﾃﾞﾊﾗ,幣原
49994,ｼﾞﾂﾀ,実太
12368,ﾀｶﾅﾘ,隆惟
77395,ｻﾜｺ,サワ子
22155,ﾆｯｺｳ,日航
19862,ｷﾝｼﾞｭｳﾛｳ,金重朗
12181,ﾉﾐｿﾞ,野溝
80376,ﾐﾂﾔ,三ツ谷
16105,ｸｻﾀｹ,草竹
26030,ﾅｽｺ,ナス子
72834,ｷﾝﾔ,謹耶
66796,ｱｴﾊﾞ,餐場
56373,ｴｲｼﾛｳ,詠史郎
40389,ｵﾘﾊｼ,折橋
24941,ｲﾁﾖｳ,壱洋
65448,ｱﾕﾐ,安由見
40777,ﾃﾙｱｷ,光昭
20125,ｷｮｳｻﾌﾞﾛｳ,杏砂郎
49953,ﾔｽﾋｻ,保寿
46338,ｲﾝﾅﾝ,印南
49814,ｵｸｲｽﾞﾐ,奥泉
40488,ﾖｼﾐﾂ,禧光
21009,ｸﾆﾕｷ,国之
3421,ﾈｻﾞｷ,根崎
71279,ｱｷﾄﾐ,彰冨
2120,ﾖｼｼｹﾞ,義成
13264,ｸﾐｵ,久巳男
72775,ｿｳﾉｽｹ,総之甫
21408,ｶﾒｲﾘ,瓶杁
32048,ｺｳｷ,公紀
50310,ﾌｸﾀｹ,福竹
80579,ｽｽﾞｷ,周々木
39944,ﾉｳﾐ,農見
64277,ｷﾝｲﾁ,均市
44515,ﾐﾁﾖ,廸代
1448,ｺﾞｷｭｳ,後久
32212,ｺｳｿﾞｳ,巧三
34086,ｷｮｳﾄﾞｳ,京藤
50038,ﾓﾄﾓﾘ,元森
69703,ｾｲﾐﾔ,静都
1230,ｻﾀﾛｳ,早多朗
57004,ｱﾂｵ,敦郎
8135,ｱｷﾔﾏ,明山
30349,ｲｼﾉﾀﾞ,石野田
17455,ｱｻﾘ,麻利
34496,ﾖﾀﾞ,與田
46323,ｳｴﾀ,上田
32729,ｲﾁﾉﾓﾘ,一の森
34405,ｷﾐｺ,貴水子
56435,ｺｳｹﾝ,宏兼
66371,ｶﾜﾉﾍﾞ,川野辺
44656,ｽｽﾞﾔﾏ,鈴山
35675,ｱﾘｽ,蟻巣
25160,ｲｻｵ,巧
77594,ﾀｲｺｳﾎﾞｳ,太公望
9073,ｶﾅﾘ,香奈梨
29073,ｷﾖﾉﾘ,潔法
6171,ｺｳｴﾂ,恒悦
79902,ｾｲｽｹ,盛輔
63010,ﾋﾛﾔ,宏伸
36510,ﾖｼﾅﾐ,吉浪
80436,ｹｲﾀ,桂太
71439,ｱｷﾊﾙ,昭治
36710,ﾄﾓﾖｼ,智良
60099,ｶﾎﾘ,歌歩莉
20897,ﾏﾁﾅｶ,街中
55798,ﾘｷｼﾞ,力治
74673,ﾄｼﾐ,智美
11312,ｸﾆｴﾀﾞ,國枝
15431,ｱｲｻｸ,会作
31511,ｼｮｳｻﾌﾞﾛｳ,晶三朗
73457,ｱｷｷﾐ,淳君
52402,ﾓﾄｴ,本江
74868,ｳﾍﾞ,宇部
1295,ｷﾘﾓﾄ,桐本
6525,ﾀｷｵ,多喜暢
23247,ｼｭｳｺﾞ,周伍
20140,ｹｻｼﾞ,今朝次
9526,ｷﾝﾓﾁ,琴望
43752,ｼｭﾝｶﾝ,舜莞
66162,ｶﾓｶﾜ,鴨川
1860,ｹｲｷ,慶木
65166,ｷﾝﾉｽｹ,金之祐
36187,ｻﾅｴ,沙那江
37372,ｼﾝｼﾞ,辰二
54678,ｼﾞｮｳｼﾞﾛｳ,譲次郎
27862,ｸﾒﾀ,粂田
57699,ｶｽﾐ,佳須見
32259,ｶﾂﾋﾛ,活寛
48453,ｸﾗｵ,蔵雄
10370,ﾀｷｵ,多喜郎
3413,ﾁｭｳｺﾞｵﾘ,中郡
20315,ｹｲｻﾞﾌﾞﾛｳ,慶三郎
75445,ｽｴｶﾞﾗ,末柄
37196,ｱｷﾉ,淳野
33048,ｼｷｺ,色子
39954,ﾒｲ,芽
52631,ﾏﾂｺ,万津子
62551,ｺｳｶ,虹華
43553,ｿｳｼﾞ,奏久
31089,ｳﾍｲ,右兵
39315,ﾏﾅﾍﾞ,真辺
56896,ｸﾆ,国儒
23202,ｾｲﾋﾛ,誠寛
29241,ﾖｺﾐﾁ,横通
36011,ｹｲｲﾁ,慧壱
10203,ﾏｻｺ,正沙子
6472,ｷﾝｼﾞﾛｳ,金司郎
706,ｼﾞｮｳｼﾞﾛｳ,譲次朗
49169,ｼﾞｭﾝﾔ,淳允
30934,ｱﾔｶ,文伽
60902,ｱｶﾀﾞﾆ,朱谷
80495,ｷｮｳｻﾌﾞﾛｳ,恭左郎
42998,ﾖｼﾔ,良允
75431,ｸﾆﾔｽ,久仁保
60250,ｶﾌﾞｷ,株木
10284,ｹｻｴ,華朝江
37185,ｸﾆﾄﾓ,邦伴
64046,ﾄﾖﾄ,豊人
57687,ﾅｶﾊﾏ,仲濱
28130,ｱﾕﾐ,亜裕未
19346,ｲﾅﾌｸ,稲福
19486,ｼｭﾝｷﾁ,舜吉
34627,ｶﾄﾞﾀﾞ,門田
20763,ｷﾀﾊﾞﾀ,北端
11794,ｺｳｾｲ,亘盛
7233,ｶﾖﾐ,香世未
73349,ｲｽﾞﾐﾔ,泉野
23500,ｷﾖﾄｼ,潔肇
62378,ﾕﾐｻﾞ,弓座
56841,ｼﾞｭｲﾁ,樹壱
28533,ｶｼｲ,香椎
39295,ｱﾏｷﾞ,甘木
78663,ﾀﾏ,田間
44090,ﾎﾉｳ,炎
76049,ﾐﾁﾅｶ,道中
41938,ﾋｺﾞ,日護
66237,ﾅｶﾞﾅﾜ,長縄
6210,ｶﾖﾐ,伽代三
76654,ｱｶﾀﾞﾆ,明谷
21948,ｾｲｼﾞﾛｳ,正次郎
68793,ｲｯｺｳ,壱光
18686,ｶｲ,佳以
51813,ｻﾁｺ,サチ子
65092,ｶﾎ,夏歩
65447,ｷﾖｴ,記世江
75209,ｶｷﾞｺ,鍵子
53690,ﾎﾝ,本
63937,ｶﾅ,香南
8032,ｼｮｳｻﾞﾌﾞﾛｳ,奨三朗
74585,ｼﾝｿﾞｳ,晋三
6384,ﾄｼ,都志
80503,ｶﾒｻﾞﾜ,亀澤
68000,ｲﾀﾊﾞ,板場
35267,ﾆｼﾑﾗ,西邑
36569,ｷﾐｸﾞﾁ,君口
34817,ｲﾉｳｴ,井之上
19396,ｲﾏﾜﾌﾞ,忌部
15742,ｺﾝｽｳ,健洙
67473,ｷﾝｻﾞﾌﾞﾛｳ,琴三郎
52610,ｽﾞｲｼｮｳ,瑞松
37841,ｲｸﾐ,粥三
43167,ｾｲﾄﾞｳ,清藤
28799,ｼｮｳﾉｽｹ,翔之助
80060,ｸﾂﾐ,玖通見
64802,ｷﾞｲﾁ,儀一
75973,ｺｳｹﾝ,好憲
4045,ｶｽﾞﾍｲ,和兵
4270,ﾏﾂｵ,松暢
14132,ｶｽﾞﾍｲ,一兵
80068,ｶﾂｷ,剋紀
43148,ｶﾐﾂｼﾞ,上辻
65208,ﾓﾘﾄ,森戸
41831,ｶﾞｻﾝ,峨山
39662,ﾄｼｱｷ,稔明
58642,ﾔｷﾁ,八吉
58772,ｶﾞﾅﾊ,我那覇
46017,ｼｮｳﾍｲ,祥兵
20148,ﾜｺｳ,和光
67858,ﾄﾖﾏﾂ,豊松
56130,ｼﾝｼﾞ,伸樹
60372,ﾃﾗｼ,寺師
64887,ｻｶｺ,坂子
56759,ｶﾂｷ,加月
14991,ｲﾂﾔ,乙耶
7292,ｺｳｽｹ,功介
18927,ｲｻｵ,伊沙雄
48546,ｾｲｻﾞﾌﾞﾛｳ,成三朗
61054,ｻｶｲ,阪居
37507,ﾅｸﾞﾗ,奈倉
69908,ﾊﾙｵ,久暢
25870,ﾘｴﾅ,利恵奈
26133,ｷﾐﾖ,規実代
12499,ｷﾐﾖ,樹三世
61329,ｹﾞﾝｺﾞﾛｳ,弦五郎
17403,ｾｲﾌﾞﾝ,正文
62335,ｴﾋﾞｽ,夷
53195,ﾕｷﾉﾌﾞ,幸延
79039,ｲｻﾞﾜ,生沢
61487,ｺｳｷﾁ,洸吉
12781,ｽﾅﾊﾏ,砂浜
61477,ｽﾐﾖ,須美代
79445,ｷﾐｼﾞﾏ,君嶋
2095,ｱﾒﾂﾂﾐ,雨堤
65640,ﾎﾀ,保田
24907,ｲﾏｳﾗ,今浦
12189,ｺｳｼﾛｳ,嵩士郎
65503,ﾏｴﾊﾏ,前濱
5576,ﾂﾂﾞｺ,津都子
12899,ｱｽﾞﾐ,渥美
39116,ｼﾞｬﾊﾅ,謝花
26063,ｼｮｳｼﾝ,章信
18725,ｴｲﾀﾛｳ,永多郎
19857,ｲｻﾐ,偉佐見
